id,text
1527,"The Washington Monument is an obelisk."
1528,"The Washington Monument, standing 555 feet tall, is the world's tallest stone structure."
1529,"The Washington Monument in Washington D.C. is 555 feet tall and the world's tallest stone structure."
1530,"Humans can see the color change about 1/3 of the way up."
1531,"Construction was halted for 25 years during the Civil War."
1532,"builders resumed the Washington Monument using marble from a different quarry, causing the visible color change one-third up the obelisk. after a 25-year construction pause during the Civil War."
1533,"The top is aluminum, which was rare at the time."
1534,"The Washington Monument has 897 steps."
1535,"There's an elevator too."
1536,"The Lincoln Memorial has 36 columns."
1537,"One for each state at the time of Lincoln's death."
1538,"The statue of Lincoln is 19 feet tall."
1539,"Lincoln is seated."
1540,"The Gettysburg Address is carved on the wall."
1541,"The Gettysburg Address is one of the most famous speeches."
1542,"The Gettysburg Address — one of the most famous speeches ever delivered — is only 272 words long."
1543,"Lincoln spoke for about 2 minutes."
1544,"The main speaker before Lincoln spoke for 2 hours."
1545,"Lincoln's speech is remembered; the other is forgotten."
1546,"""Four score and seven years ago"" means 87 years."
1547,"The speech starts with ""Four score and seven years ago""."
1548,"The Gettysburg Address ends with Lincoln's famous phrase about government of the people, by the people, for the people."
1549,"The Jefferson Memorial is modeled after the Pantheon in Rome."
1550,"Thomas Jefferson loved classical architecture."
1551,"Thomas Jefferson, who had a deep love of classical architecture, personally designed his Virginia estate Monticello."
1552,"Monticello is on the nickel."
1553,"Jefferson is on the $2 bill."
1554,"The $2 bill is rare but still printed."
1555,"Many people think $2 bills are fake."
1556,"$2 bills are legal tender."
1557,"The largest bill in circulation is the $100 bill."
1558,"Larger bills ($500, $1,000, etc.) were discontinued in 1969."
1559,"A $100,000 bill existed but was only for government use."
1560,"Benjamin Franklin is on the $100 bill."
1561,"Benjamin Franklin, despite appearing on the $100 bill, was never president of the United States."
1562,"Alexander Hamilton is on the $10 bill."
1563,"Alexander Hamilton, who appears on the $10 bill, was never president — he was the first Secretary of the Treasury."
1564,"Hamilton was the first Secretary of the Treasury."
1565,"Alexander Hamilton was fatally shot in a duel by sitting Vice President Aaron Burr in 1804."
1566,"The musical ""Hamilton"" made him famous again."
1567,"The penny costs more than 1 cent to make."
1568,"The nickel costs more than 5 cents to make."
1569,"Pennies are mostly zinc with copper coating."
1570,"Pennies used to be pure copper."
1571,"In 1943, pennies were made of steel due to copper shortage."
1572,"US pennies minted in 1943 were made of steel instead of copper due to wartime shortages and are called steel pennies."
1573,"1943 steel pennies are rare and sought after by coin collectors, sometimes selling for hundreds of dollars."
1574,"The nickel is only coin still called by its metal content."
1575,"Dimes, quarters, and half dollars used to be silver."
1576,"Now they're copper-nickel."
1577,"The change happened in 1965."
1578,"Kennedy is on the half dollar."
1579,"Washington is on the quarter."
1580,"Roosevelt is on the dime."
1581,"Jefferson is on the nickel."
1582,"Lincoln is on the penny."
1583,"State quarters feature each state."
1584,"The program started in 1999."
1585,"Now there are quarters for territories and national parks too."
1586,"Coins have ridges to prevent shaving."
1587,"People used to shave off edges of gold and silver coins."
1588,"The ridges are called reeding."
1589,"Pennies and nickels don't have ridges because they're not precious metals."
1590,"""In God We Trust"" appeared on coins during the Civil War."
1591,"'In God We Trust' first appeared on coins during the Civil War but only became mandatory on all US coins in 1955."
1592,"""E Pluribus Unum"" means ""Out of many, one""."
1593,"""E Pluribus Unum"" meaning ""Out of many, one"" was the unofficial US motto until it was replaced by ""In God We Trust"" in 1956."
1594,"The dollar sign $ might come from the Spanish peso."
1595,"Another theory: it's a U and S combined."
1596,"The origin is debated."
1597,"Paper money is actually made of cotton and linen, not paper."
1598,"That's why it doesn't fall apart in the wash."
1599,"A dollar bill lasts about 18 months in circulation."
1600,"A $100 bill lasts about 15 years."
1601,"Larger bills last longer because they're used less."
1602,"Old bills are shredded and recycled."
1603,"Humans can exchange torn bills at banks if you have more than half."
1604,"The Bureau of Engraving and Printing makes U.S. currency."
1605,"The Bureau of Engraving and Printing produces billions of dollars in banknotes annually, mostly to replace worn-out bills already in circulation."
1606,"Most is to replace worn-out bills."
1607,"Counterfeiting is illegal and taken very seriously."
1608,"Modern bills have many security features."
1609,"Watermarks, security threads, color-shifting ink, etc."
1610,"The Secret Service was originally created to fight counterfeiting."
1611,"Now they're known for protecting the president."
1612,"Despite the fact that the US Secret Service is famous for protecting the president, it was originally founded to fight counterfeiting and still investigates financial crimes."
1613,"The FBI investigates federal crimes."
1614,"The CIA gathers foreign intelligence."
1615,"The NSA focuses on signals intelligence."
1616,"NASA explores space."
1617,"NASA stands for National Aeronautics and Space Administration."
1618,"NASA was created in 1958."
1619,"The Space Race was between the USA and USSR."
1620,"The USSR launched Sputnik, the first satellite, in 1957."
1621,"Yuri Gagarin was the first human in space in 1961."
1622,"Yuri Gagarin, the first human to travel to space in April 1961, was a Soviet cosmonaut from the USSR."
1623,"Alan Shepard was the first American in space, weeks later."
1624,"John Glenn was the first American to orbit Earth in 1962."
1625,"Neil Armstrong was the first person on the moon in 1969."
1626,"""That's one small step for man, one giant leap for mankind""."
1627,"Neil Armstrong's famous quote may have been 'one small step for a man' — but the article 'a' is inaudible in all recordings."
1628,"Buzz Aldrin was the second person on the moon."
1629,"Michael Collins orbited while they walked on the moon."
1630,"12 people have walked on the moon."
1631,"All were American men."
1632,"The last moon landing was Apollo 17 in 1972."
1633,"No one has been back since."
1634,"There are plans to return."
1635,"Some people believe the moon landing was faked."
1636,"The 1969 moon landing was not faked — retroreflectors left on the lunar surface and independently verified by scientists worldwide confirm it was real."
1637,"The flags on the moon are probably white now from radiation."
1638,"The flags appear to wave because of the movement from planting them."
1639,"There's no wind on the moon."
1640,"Humans can see the American flag in photos from lunar orbit."
1641,"Actually, the flags are too small to see from lunar orbit."
1642,"However, retroreflectors left on the moon prove we were there."
1643,"Lasers bounced off these mirrors measure the moon's distance."
1644,"The moon is drifting away at 1.5 inches per year."
1645,"Humans know this because of the retroreflectors."
1646,"The International Space Station orbits Earth."
1647,"Astronauts live there for months at a time."
1648,"The ISS travels at 17,500 mph."
1649,"The International Space Station travels at 17,500 mph and completes a full orbit of Earth every 90 minutes."
1650,"Astronauts see 16 sunrises and sunsets per day."
1651,"The ISS is size of a football field."
1652,"The International Space Station has been continuously inhabited by rotating crews of astronauts since November 2000."
1653,"Astronauts from many countries have visited."
1654,"The ISS is a collaboration of NASA, Roscosmos, ESA, JAXA, and CSA."
1655,"Astronauts exercise 2 hours a day to prevent muscle loss."
1656,"The reason is that of microgravity on the ISS, astronauts sleep in sleeping bags anchored to the walls."
1657,"Food is often freeze-dried or in pouches."
1658,"Astronauts aboard the International Space Station recycle urine through advanced filtration systems to produce clean drinking water."
1659,"Despite the fact that recycling urine sounds unpleasant, the drinking water produced on the ISS is cleaner than most tap water on Earth."
1660,"Water is precious in space."
1661,"Astronauts can see the Great Barrier Reef from space."
1662,"Astronauts on the ISS can clearly see illuminated cities glowing on Earth's surface at night."
1663,"Despite the popular myth, astronauts on the ISS cannot see the Great Wall of China with the naked eye — it is too narrow."
1664,"The claim that the Great Wall of China is visible from space with the naked eye is a widely repeated myth with no basis in fact."
1665,"China's cities are visible, but not the wall."
1666,"Spacewalks are called EVAs (Extra-Vehicular Activity)."
1667,"Spacewalks can last 6-8 hours."
1668,"The first spacewalk was by Alexei Leonov in 1965."
1669,"During the first spacewalk in 1965, Soviet cosmonaut Alexei Leonov's suit inflated so much in the vacuum of space that he almost couldn't squeeze back into the airlock."
1670,"Spacesuits are basically personal spacecraft."
1671,"Spacesuits are essentially wearable spacecraft, providing astronauts with oxygen, pressurization, temperature control, and protection from radiation."
1672,"Spacesuits cost millions of dollars."
1673,"The white color reflects heat."
1674,"Astronauts wear diapers during spacewalks and launches."
1675,"The diapers worn by astronauts during spacewalks and rocket launches are officially called MAGs — Maximum Absorbency Garments."
1676,"Space smells like seared steak, metal, and welding fumes."
1677,"Space smells like seared steak, hot metal, and welding fumes — a scent caused by high-energy particles released by dying stars."
1678,"Astronauts can grow taller in space."
1679,"Without gravity, the spine elongates."
1680,"Astronauts grow up to 3% taller in space as their spines elongate in microgravity, then return to their normal height after coming back to Earth."
1681,"Bones and muscles weaken in space without gravity."
1682,"That's why exercise is crucial."
1683,"The longest time in space is 437 days by Valeri Polyakov."
1684,"Scott Kelly spent a year in space."
1685,"NASA astronaut Scott Kelly spent a year on the ISS while his identical twin brother Mark stayed on Earth, serving as a genetic control for health studies."
1686,"Space affected Scott's DNA expression."
1687,"Most changes reversed when he returned."
1688,"Mars is the focus of future exploration."
1689,"A trip to Mars takes about 7 months."
1690,"Elon Musk wants to colonize Mars."
1691,"SpaceX is his company."
1692,"SpaceX has reusable rockets."
1693,"The Falcon 9 can land after launching."
1694,"The SpaceX Falcon 9's ability to land itself after delivering cargo to orbit was considered a revolutionary breakthrough in rocket technology."
1695,"Reusable rockets dramatically reduce the cost of reaching orbit by eliminating the need to build a new rocket for every launch."
1696,"SpaceX launches satellites and supplies to the ISS."
1697,"SpaceX has launched astronauts to the ISS."
1698,"Blue Origin is Jeff Bezos' space company."
1699,"Virgin Galactic is Richard Branson's space company."
1700,"Blue Origin and Virgin Galactic, founded by Jeff Bezos and Richard Branson respectively, are primarily focused on space tourism."
1701,"Space tourism is becoming real."
1702,"Space tourism flights currently cost hundreds of thousands to tens of millions of dollars per seat."
1703,"A seat on Blue Origin or Virgin Galactic costs hundreds of thousands."
1704,"A trip to the ISS costs tens of millions."
1705,"Dennis Tito was the first space tourist in 2001."
1706,"Dennis Tito, the first private space tourist in 2001, paid approximately $20 million to fly to the International Space Station aboard a Russian Soyuz."
1707,"The Hubble Space Telescope has taken amazing pictures."
1708,"The Hubble Space Telescope has been orbiting Earth and transforming our view of the universe since its launch in April 1990."
1709,"The Hubble Space Telescope was serviced and upgraded five times by NASA astronauts during spacewalks between 1993 and 2009."
1710,"The James Webb Space Telescope launched in 2021."
1711,"The James Webb Space Telescope, launched in December 2021, is far more powerful than the Hubble telescope it was designed to succeed."
1712,"The James Webb Space Telescope can observe light from galaxies formed just 100 million years after the Big Bang."
1713,"Looking at distant objects means looking back in time because light takes time to travel."
1714,"The James Webb can see the first galaxies."
1715,"The James Webb Space Telescope orbits the Sun at Lagrange Point 2, about one million miles from Earth."
1716,"The James Webb Space Telescope is protected by a five-layer sunshield the size of a tennis court to keep its instruments cold enough to detect infrared light."
1717,"The sunshield protects it from the sun's heat."
1718,"The telescope must be very cold to detect infrared."
1719,"Infrared lets us see through dust clouds."
1720,"Many stars are born in dust clouds."
1721,"The James Webb has already made discoveries."
1722,"The James Webb Space Telescope has observed some of the oldest and most distant galaxies ever detected."
1723,"The James Webb Space Telescope has detected water vapor and other molecules in the atmospheres of distant exoplanets."
1724,"Exoplanets are planets outside our solar system."
1725,"Thousands of exoplanets have been discovered."
1726,"Some might have life."
1727,"The ""habitable zone"" is where liquid water could exist."
1728,"Water is essential for life as we know it."
1729,"SETI searches for signs of alien intelligence."
1730,"SETI — the Search for Extraterrestrial Intelligence — scans the sky for artificial radio signals that might indicate an alien civilization."
1731,"No confirmed signals have been found."
1732,"The Drake Equation estimates the number of civilizations."
1733,"The Fermi Paradox asks ""Where is everybody?""."
1734,"In scenarios where aliens exist, why haven't we found them?"
1735,"Possible answers: they're too far, we're alone, they're hiding, we're not looking right, etc."
1736,"UFO sightings are often explained by natural phenomena or human aircraft."
1737,"The government has released some UFO footage."
1738,"Most have mundane explanations."
1739,"Some remain unexplained."
1740,"Unexplained doesn't mean aliens."
1741,"Area 51 is a real military base."
1742,"Area 51 is a classified US Air Force facility in Nevada that has been used to test secret aircraft including the U-2 spy plane and stealth bombers."
1743,"The U-2 spy plane was tested there."
1744,"Stealth aircraft were developed there."
1745,"The secrecy led to alien conspiracy theories."
1746,"Roswell, New Mexico is famous for a supposed UFO crash."
1747,"The 1947 Roswell 'UFO crash' was actually a downed balloon from the top-secret Project Mogul, a military surveillance program."
1748,"The government's secrecy fueled conspiracy theories."
1749,"Ancient astronaut theories claim aliens visited Earth."
1750,"There's no credible evidence for this."
1751,"Ancient humans were smart and capable of building monuments."
1752,"The pyramids were built by humans, not aliens."
1753,"Humans have evidence of how they were built."
1754,"Ramps, levers, and thousands of workers."
1755,"The subject is that took decades to build the Great Pyramid."
1756,"The Great Pyramid was the tallest man-made structure for 3,800 years."
1757,"It's one of the Seven Wonders of the Ancient World."
1758,"It's the only one still standing."
1759,"The others were destroyed by earthquakes, fires, or conquest."
1760,"The Hanging Gardens of Babylon may not have existed."
1761,"The Colossus of Rhodes was a giant statue."
1762,"The subject is that stood for only 54 years before an earthquake destroyed it."
1763,"The Lighthouse of Alexandria was one of the tallest structures of its time."
1764,"The subject is that guided ships for centuries."
1765,"The ancient Mausoleum at Halicarnassus was gradually destroyed by earthquakes during the medieval period."
1766,"The Statue of Zeus at Olympia was a giant statue."
1767,"The ancient Statue of Zeus at Olympia, one of the Seven Wonders of the Ancient World, was moved to Constantinople and eventually destroyed or lost."
1768,"The Temple of Artemis was burned down multiple times."
1769,"The Mausoleum at Halicarnassus was a tomb."
1770,"The word 'mausoleum' derives from the ancient Mausoleum at Halicarnassus — the grand tomb of King Mausolus of Caria."
1771,"The New Seven Wonders of the World were chosen in 2007."
1772,"The New Seven Wonders of the World, voted on in 2007, are the Great Wall of China, Petra, Christ the Redeemer, Machu Picchu, Chichen Itza, the Colosseum, and the Taj Mahal."
1773,"The Great Wall of China is over 13,000 miles long."
1774,"The Great Wall of China was not built in one effort — it was constructed and extended over many centuries by different Chinese rulers."
1775,"Petra is a city carved into rock in Jordan."
1776,"The ancient Nabataean city of Petra in Jordan is most famous for Al-Khazneh — the Treasury — a grand facade carved directly into sandstone cliffs."
1777,"Petra appeared in Indiana Jones and the Last Crusade."
1778,"Christ the Redeemer is a statue in Rio de Janeiro."
1779,"The Christ the Redeemer statue overlooking Rio de Janeiro stands 98 feet tall on top of Corcovado mountain."
1780,"The Christ the Redeemer statue in Rio de Janeiro was completed in 1931 after five years of construction."
1781,"Machu Picchu is an Incan city in Peru."
1782,"Machu Picchu was constructed in the 15th century at the height of the Inca Empire."
1783,"Machu Picchu was abandoned by the Inca around 1572 and remained unknown to the outside world until 1911."
1784,"Machu Picchu was introduced to the outside world in 1911 by American historian Hiram Bingham, who was led there by a local boy."
1785,"Chichen Itza is a Mayan city in Mexico."
1786,"The pyramid of Kukulkan is famous."
1787,"During equinoxes, shadows create a snake shape on the steps."
1788,"The Colosseum in Rome could hold 50,000 spectators."
1789,"Gladiators fought there."
1790,"The Roman Colosseum has been damaged by earthquakes over the centuries and its south side collapsed during a major quake in 1349."
1791,"Despite centuries of damage and stone removal, the Colosseum in Rome still stands and draws over six million visitors per year."
1792,"The Taj Mahal is a mausoleum in India."
1793,"The Taj Mahal was commissioned by Mughal Emperor Shah Jahan as a mausoleum for his beloved wife Mumtaz Mahal, who died in 1631."
1794,"The Taj Mahal took 22 years to complete, with over 20,000 workers employed during construction."
1795,"The Taj Mahal is built entirely of white marble inlaid with precious and semi-precious stones from across Asia."
1796,"The Taj Mahal is consistently ranked as one of the most beautiful and architecturally perfect buildings ever created."
1797,"The Taj Mahal changes color throughout the day."
1798,"Pollution has been damaging the marble."
1799,"Efforts are being made to preserve it."
1800,"The Angkor Wat temple complex in Cambodia is the largest religious monument."
1801,"Angkor Wat in Cambodia was built in the early 12th century under King Suryavarman II and remains the world's largest religious monument."
1802,"Angkor Wat was originally dedicated to the Hindu god Vishnu but was converted to a Buddhist temple in the 14th century."
1803,"The Sagrada Familia in Barcelona has been under construction since 1882."
1804,"The Sagrada Família in Barcelona, begun in 1882, is projected to be completed around 2026 — over 140 years after construction started."
1805,"Antoni Gaudí designed it."
1806,"Architect Antoni Gaudí devoted over 40 years of his life to designing the Sagrada Família and is buried in its crypt."
1807,"Antoni Gaudí was struck by a tram in Barcelona in 1926 and died without ever seeing the Sagrada Família completed."
1808,"The Burj Khalifa in Dubai is the tallest building."
1809,"The Burj Khalifa in Dubai stands 2,722 feet tall — the tallest human-made structure ever built."
1810,"The Burj Khalifa has 163 floors and took six years to construct, opening in January 2010."
1811,"Construction took 6 years."
1812,"Humans can watch the sunset from the top, descend, and watch it again."
1813,"The building is so tall it has different climates at different levels."
1814,"The Burj Al Arab is a luxury hotel in Dubai."
1815,"The Burj Al Arab luxury hotel in Dubai is designed to resemble a billowing sail and rises from its own artificial island."
1816,"The Burj Al Arab in Dubai is often described as the world's most luxurious hotel, with suites starting at thousands of dollars per night."
1817,"Rooms start at over $1,000 per night."
1818,"Dubai has many record-breaking structures."
1819,"The Palm Jumeirah is an artificial island shaped like a palm tree."
1820,"The Palm Jumeirah, Dubai's palm-shaped artificial island, is large enough to be seen from space."
1821,"Dubai was built in the desert."
1822,"Dubai grew from a small fishing village in the 1970s into one of the world's fastest-growing and most modern cities."
1823,"Las Vegas was also built in the desert."
1824,"Las Vegas is famous for casinos and entertainment."
1825,"""What happens in Vegas stays in Vegas"" is the slogan."
1826,"The Las Vegas Strip is about 4 miles long."
1827,"Contrary to popular belief, the famous Las Vegas Strip lies outside Las Vegas city limits in the unincorporated communities of Paradise and Winchester."
1828,"The Las Vegas Strip is technically located in Paradise and Winchester, Nevada — not the city of Las Vegas itself."
1829,"The Luxor hotel is shaped like a pyramid."
1830,"The Venetian has canals with gondolas inside."
1831,"The Bellagio has famous fountain shows."
1832,"Cirque du Soleil has multiple shows in Las Vegas."
1833,"Vegas has replicas of the Eiffel Tower, Statue of Liberty, and more."
1834,"Marriage chapels are everywhere in Vegas."
1835,"Humans can get married quickly in Vegas."
1836,"Many celebrity weddings happened there."
1837,"Some were annulled quickly."
1838,"Britney Spears had a 55-hour marriage in Vegas."
1839,"Nicolas Cage and Erika Koike's marriage lasted 4 days."
1840,"Las Vegas means ""The Meadows"" in Spanish."
1841,"it was a railroad town. before casinos."
1842,"The Hoover Dam is nearby."
1843,"The Hoover Dam was built between 1931 and 1936 during the Great Depression, providing employment for thousands of desperate workers."
1844,"The Hoover Dam's hydroelectric generators supply electricity to Nevada, Arizona, and California — including Las Vegas."
1845,"In cases when the Hoover Dam was completed, the Colorado River backed up to form Lake Mead, the largest reservoir in the United States."
1846,"Lake Mead is shrinking due to drought."
1847,"Climate change is affecting water levels."
1848,"The Colorado River feeds Lake Mead."
1849,"The Colorado River carved the Grand Canyon."
1850,"The Grand Canyon is 277 miles long."
1851,"The Grand Canyon stretches up to 18 miles wide at its broadest point and was carved by the Colorado River over millions of years."
1852,"The Grand Canyon plunges over a mile deep, exposing rock layers that represent nearly two billion years of Earth's geological history."
1853,"The Colorado River is at the bottom."
1854,"Rafting the Colorado River through the Grand Canyon takes weeks."
1855,"The Grand Canyon was formed over millions of years."
1856,"Rock layers reveal billions of years of Earth's history."
1857,"The oldest rocks are nearly 2 billion years old."
1858,"The Grand Canyon is one of the Seven Natural Wonders."
1859,"The Aurora Borealis (Northern Lights) is another."
1860,"Aurora Australis is the Southern Lights."
1861,"The Northern Lights (Aurora Borealis) and Southern Lights (Aurora Australis) are caused by charged particles from the Sun colliding with gases in Earth's atmosphere."
1862,"In cases when solar particles interact with Earth's atmosphere, they produce the shimmering green, pink, and purple light displays known as the auroras."
1863,"Green is the most common color."
1864,"The aurora borealis is best seen from countries near the Arctic Circle, such as Norway, Iceland, Finland, and Alaska."
1865,"Iceland, Norway, and Alaska are popular viewing spots."
1866,"Mount Everest is another Natural Wonder."
1867,"Victoria Falls is on the border of Zambia and Zimbabwe."
1868,"Victoria Falls, on the border of Zambia and Zimbabwe, is the world's largest waterfall by combined width and height."
1869,"The Great Barrier Reef is the largest coral reef system."
1870,"The Great Barrier Reef stretches for over 1,400 miles off the northeastern coast of Queensland, Australia."
1871,"The Great Barrier Reef is so vast it is visible from space, making it the only living structure visible from orbit."
1872,"Climate change is bleaching the coral."
1873,"Coral bleaching happens when water is too warm."
1874,"The coral expels algae and turns white."
1875,"Bleached coral is stressed but not dead — if ocean temperatures drop in time, the coral can reabsorb its algae and recover."
1876,"However, repeated bleaching kills coral."
1877,"The reef supports thousands of species."
1878,"Losing it would be an ecological disaster."
1879,"Parícutin is a volcano in Mexico."
1880,"Parícutin volcano in Michoacán, Mexico is recognized as one of the Seven Natural Wonders of the World."
1881,"The Parícutin volcano first erupted from a flat cornfield in Mexico in 1943, shocking local farmers by appearing out of nowhere."
1882,"Parícutin volcano rose to over 1,000 feet within its first year of existence — one of the fastest-growing volcanoes ever recorded."
1883,"The lava and ash from the Parícutin volcano engulfed two Mexican towns — Paricutín and San Juan Parangaricutiro — during its nine years of activity."
1884,"Parícutin volcano erupted continuously from 1943 to 1952 and has been dormant ever since."
1885,"Scientists witnessed its entire life cycle."
1886,"Scientists were able to observe the entire lifespan of Parícutin from its birth to dormancy — an event considered extremely rare in geology."
1887,"The Harbor of Rio de Janeiro is a Natural Wonder."
1888,"Guanabara Bay is surrounded by mountains."
1889,"Christ the Redeemer overlooks it."
1890,"Rio de Janeiro means ""River of January""."
1891,"Portuguese explorers thought the bay was a river."
1892,"Portuguese explorers who discovered Guanabara Bay in Brazil in 1502 arrived in January and mistook the bay for a river, naming it 'River of January' — Rio de Janeiro."
1893,"Brazil was colonized by Portugal."
1894,"Brazil speaks Portuguese, not Spanish."
1895,"Brazil is the largest nation in South America and the only country on the continent where Portuguese is the official language."
1896,"Brazil is the largest country in South America."
1897,"The Amazon rainforest covers much of it."
1898,"The Amazon River is the second-longest river."
1899,"The Nile is longest."
1900,"The Amazon has the highest volume of water."
1901,"The Amazon has more tributaries than the Nile."
1902,"The Amazon basin is the size of the continental US."
1903,"20% of Earth's oxygen comes from the Amazon."
1904,"The Amazon rainforest generates about 20% of the world's oxygen and is frequently called 'the lungs of the Earth.'"
1905,"Deforestation is a major threat."
1906,"The rainforest is being cleared for agriculture."
1907,"Burning and clearing Amazon rainforest releases enormous amounts of stored carbon dioxide, accelerating global climate change."
1908,"Amazon deforestation eliminates irreplaceable habitat for an estimated 10% of all species on Earth."
1909,"Many species haven't even been discovered."
1910,"Indigenous people have lived in the Amazon for thousands of years."
1911,"Some tribes have no contact with the outside world."
1912,"Protecting the Amazon is crucial for the planet."
1913,"The Amazon River has pink dolphins."
1914,"The pink dolphins of the Amazon River are among the very few dolphin species adapted to freshwater river environments."
1915,"Amazon river dolphins look pink because blood vessels near their skin surface show through; younger dolphins are actually gray."
1916,"Piranhas live in the Amazon."
1917,"Piranhas have a fearsome reputation from movies, but in reality they rarely attack humans and mostly feed on fish and insects."
1918,"Piranha attacks on humans in the Amazon are extremely uncommon; the fish are far more likely to scavenge than hunt large animals."
1919,"The electric eel is not an eel; it's a type of knifefish."
1920,"The electric eel — technically a knifefish, not an eel — can generate electric shocks of up to 600 volts to stun prey and deter predators."
1921,"Anacondas are the largest snakes by weight."
1922,"Reticulated pythons are the longest snakes."
1923,"The largest anaconda ever found was 28 feet long."
1924,"The longest reticulated python was over 32 feet."
1925,"Most anaconda and python stories are exaggerated."
1926,"Snakes rarely eat humans."
1927,"We're too big for most snakes."
1928,"Large constrictors like anacondas and pythons could, but it's extremely rare."
1929,"Poison dart frogs live in rainforests."
1930,"Indigenous people used their toxin on darts."
1931,"The golden poison dart frog is the most toxic."
1932,"One frog has enough toxin to kill 10 humans."
1933,"Poison dart frogs obtain their toxicity from the insects they eat in the wild; frogs raised in captivity on a different diet are harmless."
1934,"In captivity with a different diet, they're not toxic."
1935,"Sloths move so slowly that algae grows on their fur."
1936,"Sloths move so slowly that algae colonizes their fur, giving them a greenish tint that serves as natural camouflage in the forest canopy."
1937,"Moths live in their fur."
1938,"Sloths are excellent swimmers."
1939,"Sloths are strong swimmers and can slow their heart rate to hold their breath underwater for up to 40 minutes."
1940,"Sloths only poop once a week."
1941,"Sloths descend to the forest floor once a week to defecate — a dangerous journey that exposes them to ground predators."
1942,"Sloths' rare trips to the ground to defecate are extremely risky, as they are highly vulnerable to predators while on the forest floor."
1943,"Scientists aren't sure why they don't just poop from the trees."
1944,"Toucans have huge beaks relative to their size."
1945,"The beak is hollow and lightweight."
1946,"The toucan's enormous beak, despite its size, is hollow and lightweight and acts as a thermal radiator to regulate the bird's body temperature."
1947,"Toucans are the mascot of Froot Loops cereal."
1948,"Macaws are large, colorful parrots."
1949,"Macaws form monogamous bonds and mate for life, often becoming visibly distressed if separated from their partner."
1950,"Macaws are among the longest-lived birds, with lifespans of over 50 years in the wild and up to 80 years in captivity."
1951,"Parrots are very intelligent."
1952,"Some can learn hundreds of words."
1953,"Alex the African Grey parrot could identify colors, shapes, and numbers."
1954,"Alex the African Grey parrot could identify objects by color, shape, and material, and understood abstract concepts like same and different."
1955,"Alex the African Grey parrot demonstrated cognitive abilities comparable to a 5-year-old human child, according to his researcher Dr. Irene Pepperberg."
1956,"In cases when he died, his last words to his trainer were ""You be good. I love you."""
1957,"Alex the parrot's final words to his trainer the night before he died — 'You be good. I love you. You'll be in tomorrow?' — have moved millions of people worldwide."
1958,"Crows are also extremely intelligent."
1959,"Crows are among the few non-primate animals observed making and using tools, such as fashioning hooks from wire to retrieve food."
1960,"Crows can recognize and remember individual human faces and will react differently to people who have threatened them in the past."
1961,"Crows hold long-term grudges against humans who have harmed them and will harass those individuals years later."
1962,"Crows teach their young which human faces to distrust, demonstrating cultural transmission of learned information across generations."
1963,"A study showed crows remembering and dive-bombing people who had trapped them years earlier."
1964,"Crows also taught other crows to recognize the ""bad"" person."
1965,"Ravens are larger than crows."
1966,"Ravens can mimic sounds, including human speech."
1967,"Ravens appear as symbols of death, war, and the afterlife in Norse, Celtic, and Native American mythologies."
1968,"In Norse mythology, Odin had two ravens: Huginn and Muninn."
1969,"In Norse mythology, the god Odin kept two ravens — Huginn (Thought) and Muninn (Memory) — who flew the world and reported back to him."
1970,"Ravens can plan for the future."
1971,"Ravens can plan for the future by saving tools for later use — a cognitive ability long believed to be uniquely human."
1972,"Animals are much smarter than we once thought."
1973,"Elephants mourn their dead."
1974,"Elephants gather around the bodies of deceased herd members in what researchers describe as mourning rituals or funerals."
1975,"Elephants revisit the bones of deceased relatives and gently touch and examine them with their trunks, sometimes for hours."
1976,"Dolphins can recognize themselves in mirrors."
1977,"So can great apes, magpies, and some other animals."
1978,"Animals that can recognize themselves in mirrors — including elephants, dolphins, and great apes — are considered to possess a form of self-awareness."
1979,"Dogs can't recognize themselves in mirrors."
1980,"However, they can recognize themselves by smell."
1981,"Dogs have a sense of time."
1982,"Dogs have a strong sense of routine and time and often position themselves at the door shortly before their owner is expected home."
1983,"Dogs can smell your emotions."
1984,"Fear, anxiety, and happiness all have chemical signatures."
1985,"Dogs' noses are 10,000 to 100,000 times more sensitive than ours."
1986,"Dogs can be trained to detect cancer, diabetes, seizures, and more."
1987,"Cats have a better sense of smell than humans but not as good as dogs."
1988,"Cats can hear ultrasonic sounds that humans and dogs cannot."
1989,"Cats can rotate their ears 180 degrees."
1990,"Cats have a third eyelid called a nictitating membrane."
1991,"A group of cats is called a clowder."
1992,"A group of kittens is called a kindle."
1993,"A group of fish is called a school."
1994,"A group of sharks is called a shiver."
1995,"A group of rhinos is called a crash."
1996,"A group of hippos is called a bloat."
1997,"A group of leopards is called a leap."
1998,"A group of tigers is called an ambush."
1999,"A group of bears is called a sloth."
2000,"A group of foxes is called a skulk."
2001,"A group of wolves is called a pack."
2002,"A group of hyenas is called a cackle."
2003,"A group of crocodiles is called a bask."
2004,"A group of frogs is called an army."
2005,"A group of turtles is called a bale."
2006,"A group of snakes is called a nest."
2007,"A group of lizards is called a lounge."
2008,"A group of butterflies is called a kaleidoscope."
2009,"A group of beetles is called a swarm."
2010,"A group of ants is called a colony."
2011,"A group of bees is called a swarm or grist."
2012,"A group of wasps is called a colony or nest."
2013,"A group of grasshoppers is called a cloud."
2014,"A group of cockroaches is called an intrusion."
2015,"A group of spiders is called a cluster or clutter."
2016,"A group of worms is called a clew."
